PNM ID,Last Name,First Name,Major,Minor,Year,Hometown,Hobbies,College Involvement,High School Involvement
1164,Rahman,Lauren,Special Education,Legal Studies,Freshman,"Durham, NC","Pilates Reformer, Podcast Hosting, Calligraphy","International Affairs Club, Art Club, Daily Collegian",National Honor Society
1165,Reynolds,Sage,Environmental Science,Italian,Junior,"King of Prussia, PA","Indoor Cycling, Gardening","Model UN, Design Club","Treasurer, Project Lead"
1166,Davis,Naomi,Sustainability Studies,Entrepreneurship,Freshman,"Boston, MA","Gaming, Sudoku","Professional Development Club, Urban Sketching Club",National Honor Society
1167,Morrison,Amelia,German,Italian,Freshman,"Toronto, ON","Urban Sketching, Blog Writing","Volunteer Tutoring, International Affairs Club",National Honor Society
1168,Kim,Clara,Architecture,Journalism,Junior,"Atlanta, GA","Paddleboarding, Ukulele, Gardening","Product Management Club, Daily Collegian","Cheerleading Captain, Student Government President"
1169,Mehta,Piper,Special Education,Film Studies,Freshman,"Omaha, NE","Piano, Snowboarding","Design Club, Daily Collegian",National Honor Society
1170,Jackson,Harper,Journalism,Film Studies,Freshman,"Saint Paul, MN","Sewing, Swimming","Orientation Leader Program, Club Lacrosse, Product Management Club",National Honor Society
1171,Miller,Brooke,History,Computer Science,Freshman,"Louisville, KY","Kayaking, Meal Prepping","Orientation Leader Program, Student Programming Association",National Honor Society
1172,Harris,Quinn,Education,Psychology,Sophomore,"Calgary, AB","Urban Sketching, Trail Running","Public Health Club, Research Lab Assistant","National Honor Society, Project Lead"
1173,Petrov,Sofia,Nutritional Sciences,Computer Science,Freshman,"Bend, OR","Rock Climbing, Journaling","Film Club, UX Design Club, TV/Media Club",Cheerleading Captain
1174,Alvarez,Sydney,Statistics,Mathematics,Sophomore,"Greenville, SC","Swimming, Chess","Club Volleyball, Professional Development Club",Treasurer
1175,Garcia,Clara,Criminology,Legal Studies,Freshman,"Phoenix, AZ","Photography, Reading","Debate Society, Design Club",National Honor Society
1176,Garcia,Juliet,Communications,Health Policy,Freshman,"Queens, NY","Composting, Ukulele","Club Volleyball, Case Competition Team, Photography Club",National Honor Society
1177,Montgomery,Nina,Broadcast Journalism,German,Freshman,"Nashville, TN","Poetry, Oil Painting, Thrifting","Peer Mentor Program, Volunteer Tutoring",National Honor Society
1178,Perez,Scarlett,International Studies,Health Policy,Freshman,"Dublin, IE","Embroidery, Pilates Reformer, Strength Training","Data Science Club, Club Lacrosse","Cheerleading Captain, National Honor Society"
1179,Garcia,Beatrix,International Politics,Ethics,Freshman,"Newark, NJ","Snowboarding, Journaling","Mock Trial, Model UN",National Honor Society
1180,Ali,Naomi,Broadcast Journalism,International Studies,Sophomore,"Fairfax, VA","Urban Sketching, Audio Editing","Women in Business, Mock Trial","Committee Lead, Project Lead"
1181,Whitaker,Isla,Psychology,Human Development,Freshman,"Milwaukee, WI","Journaling, Songwriting","Film Club, Public Health Club",National Honor Society
1182,Jones,Hazel,Communications,Studio Art,Freshman,"Eugene, OR","Embroidery, Piano","Pre-Law Society, Habitat for Humanity",National Honor Society
1183,Khan,Charlotte,Marketing,Legal Studies,Freshman,"Fort Collins, CO","Composting, Photo Editing, Paddleboarding","Pre-Health Society, Product Management Club, Intramural Soccer","Student Government President, Cross Country, Track & Field"
1184,Gupta,Mariam,Accounting,Environmental Studies,Freshman,"Dallas, TX","Swimming, Photo Editing, Urban Sketching","Volunteer Tutoring, Outing Club",National Honor Society
1185,Hassan,Lily,Public Relations,Psychology,Sophomore,"Sacramento, CA","Photography, Podcast Hosting, Creative Writing","Content Creators Club, Honors Society",Treasurer
1186,Smirnov,Anika,Information Sciences,Communication Arts,Sophomore,"Princeton, NJ","Bread Making, Pilates Reformer, Meal Prepping","Photography Club, UX Design Club, Pre-Law Society",Treasurer
1187,Henderson,Elena,Political Science,French,Freshman,"Pittsburgh, PA","Barre, Board Games","Supply Chain Association, Makers Club, UX Design Club",National Honor Society
1188,Wilson,Charlotte,Data Science,Philosophy,Freshman,"Knoxville, TN","Digital Illustration, Urban Sketching","Women in Business, Research Lab Assistant",National Honor Society
1189,Carter,Meera,Electrical Engineering,Environmental Studies,Freshman,"San Jose, CA","Swimming, Coffee Brewing, Painting","Product Management Club, Design Club",National Honor Society
1190,Sterling,Noor,Education,Political Science,Freshman,"Savannah, GA","Volleyball, Thrifting","UX Design Club, Campus Radio, Public Health Club",National Honor Society
1191,Wilson,Nina,Public Relations,Business,Freshman,"Madison, WI","Content Creation, Paddleboarding","Model UN, Community Outreach Club",National Honor Society
1192,Sullivan,Anya,Public Relations,Environmental Studies,Freshman,"London, UK","Digital Illustration, Fashion Styling","Pre-Health Society, Peer Mentor Program, Data Science Club","Cheerleading Captain, National Honor Society"
1193,Petrov,Anya,Supply Chain,Journalism,Freshman,"Harrisburg, PA","Photography, Piano, Reading","Design Club, Public Speaking Club, Campus Cultural Org",National Honor Society
1194,Bennett,Camille,Information Sciences,Film Studies,Sophomore,"Lexington, KY","Digital Illustration, Poetry","Design Club, Campus Radio",Treasurer
1195,Morrison,Aaliyah,Energy Engineering,Sustainability,Sophomore,"Bellevue, WA","Ukulele, Surfing, Paddleboarding","Supply Chain Association, Sustainability Club",National Honor Society
1196,Miller,Evelyn,Biology,Sustainability,Freshman,"Park City, UT","Pilates Reformer, Dance","Campus Radio, Content Creators Club",National Honor Society
1197,Wilson,Zoey,Biology,Economics,Freshman,"Palo Alto, CA","Videography, Strength Training","Pre-Law Society, Urban Sketching Club, UX Design Club",National Honor Society
1198,Sanders,Mariam,Studio Art,Human Development,Freshman,"Dallas, TX","Crocheting, Chess","Pre-Health Society, Marketing Association",National Honor Society
1199,Desai,Juliet,Spanish,Data Science,Freshman,"Salt Lake City, UT","Hiking, Kayaking","Student Programming Association, Sustainability Club, Marketing Association","National Honor Society, Student Government President"
1200,SigmundJohnson,Layla,Digital Media,Computer Science,Freshman,"Baltimore, MD","Videography, Kayaking","Residence Hall Association, TV/Media Club",National Honor Society
1201,Vance,Juniper,Microbiology,Energy Business,Freshman,"Seattle, WA","Cooking, Board Games","Pre-Law Society, Daily Collegian",National Honor Society
1202,Wilson,Lauren,Health Policy,Mathematics,Freshman,"Newtown, PA","Volleyball, Ukulele","Pre-Law Society, Club Volleyball, THON Committee",National Honor Society
1203,Vance,Lily,Physics,Economics,Junior,"Worcester, MA","Meal Prepping, Reading","Pre-Law Society, Research Lab Assistant",Cheerleading Captain
1204,Martinez,Naomi,Industrial Engineering,Sustainability,Freshman,"St. Louis, MO","Painting, Gaming, Hiking","TV/Media Club, Professional Development Club",National Honor Society
1205,Kuznetsova,Sage,Architecture,Spanish,Sophomore,"Syracuse, NY","Guitar, Poetry, Graphic Design","Photography Club, Film Club, Peer Mentor Program","Team Captain, Treasurer"
1206,Taylor,Sophia,German,Sociology,Junior,"Richmond, VA","Crocheting, Piano","Peer Mentor Program, Club Volleyball","Project Lead, Student Government President"
1207,Nguyen,Sydney,Education,Spanish,Freshman,"Conshohocken, PA","Snowboarding, Vlogging","Intramural Soccer, Pre-Health Society",National Honor Society
1208,SigmundJohnson,Emily,Secondary Education,Human Development,Freshman,"Greenville, SC","Reading, Yoga, Thrifting","Daily Collegian, Honors Society",National Honor Society
1209,Smirnov,Iris,Business Analytics,Global Studies,Sophomore,"Evanston, IL","Pilates Reformer, Kayaking, Content Creation","Public Health Club, Public Speaking Club","Treasurer, Team Captain"
1210,Lee,Penelope,Electrical Engineering,Communication Arts,Freshman,"Dublin, IE","Watercolor, Strength Training","Supply Chain Association, Student Programming Association",National Honor Society
1211,Miller,Sage,Psychology,Data Science,Freshman,"Miami, FL","Trail Running, Composting, Audio Editing","Consulting Club, Student Programming Association",National Honor Society
1212,Sullivan,Sloane,Marketing,International Studies,Sophomore,"Omaha, NE","Urban Sketching, Pilates, Gaming","Student Programming Association, Student Government, International Affairs Club","Committee Lead, Project Lead"
1213,Chowdhury,Emma,Business Analytics,Mathematics,Sophomore,"Buffalo, NY","Creative Writing, Snowboarding","Club Lacrosse, Design Club",Team Captain
1214,Beaumont,Emma,Art History,Entrepreneurship,Freshman,"Washington, DC","Dance, Crocheting","Model UN, Urban Sketching Club, Consulting Club",National Honor Society
1215,Goldberg,Amelia,Statistics,International Relations,Sophomore,"Fort Worth, TX","Ukulele, Pilates, Pickleball","Model UN, Mock Trial",Treasurer
1216,Whitaker,Freya,Film and Media Studies,International Relations,Junior,"Harrisburg, PA","Board Games, Snowboarding","Habitat for Humanity, Film Club, Professional Development Club",Team Captain
1217,Chen,Riya,Film and Media Studies,Cybersecurity,Freshman,"Chattanooga, TN","Gardening, Tennis, Rock Climbing","DEI Council, Business Fraternity",National Honor Society
1218,Miller,Blair,Marketing,Data Science,Freshman,"Phoenixville, PA","Pilates, Graphic Design","Design Club, Marketing Association",National Honor Society
1219,Smirnov,Juniper,Biology,Legal Studies,Freshman,"Des Moines, IA","Photo Editing, Yoga","Consulting Club, TV/Media Club, Photography Club","Cheerleading Captain, National Honor Society"
1220,Mehta,Juliet,Anthropology,Statistics,Freshman,"Denver, CO","Urban Sketching, Vintage Collecting","Accounting Society, Investment Club",National Honor Society
1221,Whitaker,Olivia,French,International Relations,Junior,"Fort Lauderdale, FL","Swimming, Snowboarding","Residence Hall Association, Consulting Club","Cheerleading Captain, Committee Lead"
1222,Hayes,Zoey,Management,Spanish,Sophomore,"Tampa, FL","Kayaking, Rock Climbing","Business Fraternity, Pre-Health Society",Team Captain
1223,Chen,Sydney,Journalism,Mathematics,Freshman,"San Francisco, CA","Tennis, Graphic Design, Songwriting","Professional Development Club, Daily Collegian",National Honor Society
1224,Lee,Stella,Accounting,Mathematics,Freshman,"New Orleans, LA","Oil Painting, Vintage Collecting","Design Club, Intramural Soccer, Art Club",National Honor Society
1225,Mehta,Madison,Rehabilitation and Human Services,Data Science,Freshman,"Morgantown, WV","Composting, Crocheting","Outing Club, Volunteer Tutoring",National Honor Society
1226,Bennett,Violet,Physics,Sustainability,Sophomore,"Reno, NV","Hiking, Tennis","Habitat for Humanity, Volunteer Tutoring",Committee Lead
1227,Rivera,Aaliyah,Economics,Entrepreneurship,Freshman,"Montreal, QC","Composting, Cooking, Barre","Film Club, Intramural Soccer",National Honor Society
1228,Vance,Camille,Neuroscience,Studio Art,Freshman,"Greenwich, CT","Reading, Bread Making, Piano","Accounting Society, Public Speaking Club",National Honor Society
1229,Harris,Madison,Neuroscience,Journalism,Freshman,"Wilkes-Barre, PA","Pilates, Vintage Collecting, Fashion Styling","Case Competition Team, Campus Radio",National Honor Society
1230,Friedman,Mariam,Business Analytics,Health Policy,Freshman,"Miami, FL","Composting, Rock Climbing","Public Health Club, Student Programming Association, Pre-Health Society",National Honor Society
1231,Desai,Corrina,Finance,Spanish,Freshman,"Jersey City, NJ","Photo Editing, Strength Training","Consulting Club, Photography Club","Cheerleading Captain, National Honor Society"
1232,Moore,Camille,Public Policy,Mathematics,Freshman,"Harrisburg, PA","Yoga, Houseplant Collecting","THON Committee, Women in Business",National Honor Society
1233,Goldberg,Sydney,Finance,Economics,Freshman,"Fairfax, VA","Snowboarding, Fashion Styling","Film Club, Volunteer Tutoring",National Honor Society
1234,Martinez,Maya,Biomedical Engineering,Digital Media,Sophomore,"Reno, NV","Pickleball, Surfing","Makers Club, Accounting Society",Treasurer
1235,Sterling,Ella,Microbiology,Graphic Design,Freshman,"Phoenixville, PA","Content Creation, Urban Sketching","Volunteer Tutoring, Orientation Leader Program, Urban Sketching Club",National Honor Society
1236,Ivanova,Penelope,Chemical Engineering,Journalism,Freshman,"Hoboken, NJ","Strength Training, Crocheting, Paddleboarding","Habitat for Humanity, UX Design Club",National Honor Society
1237,Kuznetsova,Juliet,Secondary Education,Communication Arts,Freshman,"York, PA","Photography, Board Games","Orientation Leader Program, Public Health Club",National Honor Society
1238,Hassan,Iris,Industrial Engineering,Art History,Junior,"Madison, WI","Gaming, Content Creation","Wellness Club, Residence Hall Association, Model UN","Student Government President, Cheerleading Captain"
1239,Davis,Madison,Applied Mathematics,Public Policy,Freshman,"Newark, NJ","Swimming, Reading","Volunteer Tutoring, Women in Business",Cheerleading Captain
1240,SigmundJohnson,Siyona,Graphic Design,Arabic,Freshman,"Hartford, CT","Songwriting, Kayaking, Houseplant Collecting","Film Club, Wellness Club",National Honor Society
1241,Mehta,Emma,Kinesiology,Italian,Freshman,"Los Angeles, CA","Crocheting, Film Photography","Model UN, Entrepreneurship Club",National Honor Society
1242,Ahmed,Audrey,Communications,Public Policy,Sophomore,"Lancaster, PA","Film Photography, Barre, Strength Training","Supply Chain Association, DEI Council, Photography Club","Project Lead, Team Captain"
1243,Wilson,Aurora,French,Digital Media,Sophomore,"Minneapolis, MN","Chess, Snowboarding, Sudoku","Mock Trial, Club Volleyball",Team Captain
1244,Miller,Leila,Public Relations,Communication Arts,Freshman,"Reno, NV","Urban Sketching, Dance, Crocheting","Data Science Club, Research Lab Assistant",National Honor Society
1245,Kaur,Juliet,Cybersecurity,Ethics,Freshman,"State College, PA","Oil Painting, Pickleball, Surfing","Entrepreneurship Club, TV/Media Club, Volunteer Tutoring",National Honor Society
1246,Kapoor,Juliet,Kinesiology,Communication Arts,Freshman,"Austin, TX","Indoor Cycling, Kayaking","Club Volleyball, Makers Club",National Honor Society
